path,stream_md5,size_bytes
/Volumes/dotad/MUSIC/The Phantom Band/(2010) The Wants/The Phantom Band - (2010) The Wants - 04. The None of One.flac,,50593792
/Volumes/dotad/MUSIC/The Raveonettes/(2024) Sing.../The Raveonettes - (2024) Sing... - 06. Venus in Furs.flac,,50593792
/Volumes/dotad/MUSIC/Superdiesel  Perdu/(2019) Delightful Sounds to Boogie/Superdiesel  Perdu - (2019) Delightful Sounds to Boogie - 04. Yesterday's Tomorrow.flac,,42467328
/Volumes/dotad/MUSIC/Various Artists/(2014) Purobeach Oasis Del Mar Volumen Diez/Various Artists - (2014) Purobeach Oasis Del Mar Volumen Diez - 01-05. Nowt (Ron Basejam remix).flac,,42467328
/Volumes/dotad/MUSIC/Systematic vs. Thomas Gold/(2009) Don't Tell/Systematic vs. Thomas Gold - (2009) Don't Tell - 01. Don't Tell (club mix).flac,,50068992
/Volumes/dotad/MUSIC/Waze & Odyssey/(2012) 2 Cool 2 Clap/Waze & Odyssey - (2012) 2 Cool 2 Clap - 01. 2 Cool 2 Clap.flac,,50068992
/Volumes/dotad/MUSIC/TEED/(2023) When the Lights Go/TEED - (2023) When the Lights Go - 02-04. Emerald.flac,,27717120
/Volumes/dotad/MUSIC/feelswithcaps/(2020) Absence/feelswithcaps - (2020) Absence - 02. Powder.flac,,27717120
/Volumes/dotad/MUSIC/Tamer Nafar/(2017) Johnnie Mashi/Tamer Nafar - (2017) Johnnie Mashi - 01. Johnnie Mashi.flac,,33537536
/Volumes/dotad/MUSIC/Waze & Odyssey/(2012) I Want You You You (single)/Waze & Odyssey - (2012) I Want You You You (single) - 01. I Want You You You.flac,,33537536
/Volumes/dotad/MUSIC/Technasia & Green Velvet/(2015) Suga (single)/Technasia & Green Velvet - (2015) Suga (single) - 01. Suga.flac,,42729472
/Volumes/dotad/MUSIC/Thano Vessi/(2010) Heroin Panda/Thano Vessi - (2010) Heroin Panda - 04. Mellow4U.flac,,42729472
/Volumes/dotad/MUSIC/The Beach Boys/(2012) That's Why God Made the Radio/The Beach Boys - (2012) That's Why God Made the Radio - 04. Spring Vacation.flac,,40631808
/Volumes/dotad/MUSIC/The iDEALIST/(2006) I Am the Fire/The iDEALIST - (2006) I Am the Fire - 01. The Knives Are My Eyes.flac,,40631808
/Volumes/dotad/MUSIC/The Jacksons/(1984) Victory/The Jacksons - (1984) Victory - 01. Torture.flac,,61865984
/Volumes/dotad/MUSIC/The Synaptik/(2021) Al Qamar Wal Moheet/The Synaptik - (2021) Al Qamar Wal Moheet - 01. Ela Al Manara (Intro).flac,,61865984
/Volumes/dotad/MUSIC/Various Artists/(2023) The Endless Coloured Ways: The Songs of Nick Drake/Various Artists - (2023) The Endless Coloured Ways: The Songs of Nick Drake - 01-02. 'Cello Song.flac,,61865984
/Volumes/dotad/MUSIC/Willie Nelson/(2024) The Border/Willie Nelson - (2024) The Border - 03. What If I'm Out of My Mind.flac,,61865984
/Volumes/dotad/MUSIC/The Roots/(2004) The Tipping Point/The Roots - (2004) The Tipping Point - 01. StarPointro.flac,,42205184
/Volumes/dotad/MUSIC/The S.O.S. Band/(1984) Just The Way You Like It/The S.O.S. Band - (1984) Just The Way You Like It - 01. No One's Gonna Love You.flac,,42205184
"/Volumes/dotad/MUSIC/The Secret, . Act 2 You Shame Me for What/(1982) Geniuses of World Music/The Secret, . Act 2 You Shame Me for What - (1982) Geniuses of World Music - 12. Oh, the Delusional Thinking.flac",,42205184
/Volumes/dotad/MUSIC/The Synaptik/(2021) Al Qamar Wal Moheet/The Synaptik - (2021) Al Qamar Wal Moheet - 07. Ren Ren.flac,,42205184
/Volumes/dotad/MUSIC/Tosca/(2000) Suzuki/Tosca - (2000) Suzuki - 03. Annanas.flac,,42205184
/Volumes/dotad/MUSIC/Worakls/(2015) Toi  Cerisier Blanc EP/Worakls - (2015) Toi  Cerisier Blanc EP - 01. Toi.flac,,42205184
/Volumes/dotad/MUSIC/The Smile/(2024) Cutouts/The Smile - (2024) Cutouts - 05. Eyes & Mouth.flac,,42599590
/Volumes/dotad/MUSIC/The Smile/(2024) Cutouts/The Smile - (2024) Cutouts - 08. The Slip.flac,,42599590
/Volumes/dotad/MUSIC/The Synaptik/(2024) Al Taman/The Synaptik - (2024) Al Taman - 02. 9YGLYB.flac,,17606747
/Volumes/dotad/MUSIC/The Synaptik/(2024) Al Taman/The Synaptik - (2024) Al Taman - 06. Buss Shouf (Interlude).flac,,17606747
/Volumes/dotad/MUSIC/The Synaptik/(2024) Al Taman/The Synaptik - (2024) Al Taman - 14. Ya Neyal Samawati.flac,,17606747
/Volumes/dotad/MUSIC/The Synaptik/(2024) Al Taman/The Synaptik - (2024) Al Taman - 16. Besmek.flac,,17606747
/Volumes/dotad/MUSIC/The Synaptik/(2024) Al Taman/The Synaptik - (2024) Al Taman - 19. Aweha (Outro).flac,,17606747
/Volumes/dotad/MUSIC/The Synaptik/(2024) Al Taman/The Synaptik - (2024) Al Taman - 04. Montana7osna.flac,,17606760
/Volumes/dotad/MUSIC/The Synaptik/(2024) Al Taman/The Synaptik - (2024) Al Taman - 20. Shababeek.flac,,17606760
/Volumes/dotad/MUSIC/The Synaptik/(2024) Al Taman/The Synaptik - (2024) Al Taman - 11. 3ala Toul.flac,,17606740
/Volumes/dotad/MUSIC/The Synaptik/(2024) Al Taman/The Synaptik - (2024) Al Taman - 15. Tiji Ana Weyaki ?.flac,,17606740
/Volumes/dotad/MUSIC/Tinlicker & Dosem/(2021) Hypnotised  I Can Feel/Tinlicker & Dosem - (2021) Hypnotised  I Can Feel - 01. Hypnotised.flac,,45350400
/Volumes/dotad/MUSIC/YACHT/(2015) I Thought the Future Would Be Cooler (single)/YACHT - (2015) I Thought the Future Would Be Cooler (single) - 01. I Thought the Future Would Be Cooler.flac,,45350400
/Volumes/dotad/MUSIC/Umm Kulthum/(2000) The Classics/Umm Kulthum - (2000) The Classics - 04. Min elli a'al.flac,,24157696
/Volumes/dotad/MUSIC/YACHT/(2022) See Mystery Lights: Remixes & B-Sides/YACHT - (2022) See Mystery Lights: Remixes & B-Sides - 05. The Afterlife (radio edit).flac,,24157696
/Volumes/dotad/MUSIC/VanJess/(2021) Homegrown/VanJess - (2021) Homegrown - 05. DYSFUNCTIONAL.flac,,51379712
/Volumes/dotad/MUSIC/Vox Low/(2015) Something Is Wrong/Vox Low - (2015) Something Is Wrong - 01. Something Is Wrong.flac,,51379712
/Volumes/dotad/MUSIC/YACHT/(2022) See Mystery Lights: Remixes & B-Sides/YACHT - (2022) See Mystery Lights: Remixes & B-Sides - 10. Waste of Time (dub).flac,,51379712
/Volumes/dotad/MUSIC/Various Artists/(1999) Round One to Round Five: 1993-99 Main Street Records/Various Artists - (1999) Round One to Round Five: 1993-99 Main Street Records - 09. Found a Way.flac,,44302336
/Volumes/dotad/MUSIC/Various Artists/(2009) OM 15: Celebrating 15 Years Of OM Records/Various Artists - (2009) OM 15: Celebrating 15 Years Of OM Records - 01-08. Chapter Two.flac,,44302336
/Volumes/dotad/MUSIC/Various Artists/(2009) OM 15: Celebrating 15 Years Of OM Records/Various Artists - (2009) OM 15: Celebrating 15 Years Of OM Records - 01-02. The Latest.flac,,40370176
/Volumes/dotad/MUSIC/WhoMadeWho/(2022) Silence & Secrets (Frank Wiedemann Version)/WhoMadeWho - (2022) Silence & Secrets (Frank Wiedemann Version) - 01. Silence & Secrets (Frank Wiedemann Version).flac,,40370176
/Volumes/dotad/MUSIC/YACHT/(2022) See Mystery Lights: Remixes & B-Sides/YACHT - (2022) See Mystery Lights: Remixes & B-Sides - 08. The Afterlife (Joy Electric remix).flac,,40370176
/Volumes/dotad/MUSIC/Various Artists/(2020) Unbroken Dreams Of Light/Various Artists - (2020) Unbroken Dreams Of Light - 02. Ruby Rod.flac,,51118080
"/Volumes/dotad/MUSIC/Whirlpool Productions/(2006) From: Disco To: Disco, Part 2/Whirlpool Productions - (2006) From: Disco To: Disco, Part 2 - 02. From: Disco To: Disco (Trick & Kubic remix).flac",,51118080
/Volumes/dotad/MUSIC/Various Artists/(2022) House Old School (The Origins of the House Music New Remixes)/Various Artists - (2022) House Old School (The Origins of the House Music New Remixes) - 10. Tribalika.flac,,41156096
/Volumes/dotad/MUSIC/Warpaint/(2011) The Fool/Warpaint - (2011) The Fool - 01-03. Undertow.flac,,41156096
/Volumes/dotad/MUSIC/Various Artists/(2024) Electrordon/Various Artists - (2024) Electrordon - 01. Sa3da.flac,,49544704
/Volumes/dotad/MUSIC/WhoMadeWho/(2015) There's a Way (Remixes)/WhoMadeWho - (2015) There's a Way (Remixes) - 01. There's a Way (andhim remix).flac,,49544704
/Volumes/dotad/MUSIC/Ziad Rahbani/(2010) Bennesbeh Labokra Chou/Ziad Rahbani - (2010) Bennesbeh Labokra Chou - 05. Oghneyat Al Bostah.flac,,49544704
/Volumes/dotad/MUSIC/Wael Jassar/(2024) كل وعد/Wael Jassar - (2024) كل وعد - 01. كل وعد.flac,,45350912
/Volumes/dotad/MUSIC/Worakls/(2021) Nikki & Entrudo Remixes/Worakls - (2021) Nikki & Entrudo Remixes - 02. Entrudo (Booka Shade Remix).flac,,45350912
/Volumes/dotad/MUSIC/WhoMadeWho/(2015) There's a Way (Remixes)/WhoMadeWho - (2015) There's a Way (Remixes) - 03. There's a Way (T.M.A remix).flac,,52428288
/Volumes/dotad/MUSIC/Yan Wagner/(2017) This Never Happened/Yan Wagner - (2017) This Never Happened - 01. This Never Happened.flac,,52428288
/Volumes/dotad/MUSIC/Wolfgang Tillmans/(2024) Build From Here/Wolfgang Tillmans - (2024) Build From Here - 14. Language.flac,,28659200
/Volumes/dotad/MUSIC/nuages/(2022) follow (single)/nuages - (2022) follow (single) - 01. follow.flac,,28659200
/Volumes/dotad/MUSIC/Woolfy vs. Projections/(2009) Neeve EP/Woolfy vs. Projections - (2009) Neeve EP - 03. Isabella.flac,,27635200
/Volumes/dotad/MUSIC/YACHT/(2022) See Mystery Lights: Remixes & B-Sides/YACHT - (2022) See Mystery Lights: Remixes & B-Sides - 03. Psychic City (Joe Goddard remix).flac,,27635200
/Volumes/dotad/MUSIC/Ziad Bourji/(XXXX) W Btir - Single/Ziad Bourji - (XXXX) W Btir - Single - 01. W Btir.flac,,52690944
/Volumes/dotad/MUSIC/Zoot Woman/(2003) Grey Day (single)/Zoot Woman - (2003) Grey Day (single) - 02. Grey Day (Paper Faces mix).flac,,52690944
